-1637.7,-820.8
-818.1,-1632.4
-1639.1,-820.5
-1644.0,-1634.4
-1635.4,-823.5
-1632.6,-1634.6
-819.1,-1644.4
-822.9,-1632.4
-1634.0,-824.9
-1643.6,-816.3
-815.3,-1633.7
-1632.4,-815.0
-818.1,-1636.0
-818.2,-1633.1
-1644.5,-825.6
-821.4,-1638.2
-821.3,-1637.7
-1644.1,-1639.4
-825.7,-1644.7
-820.5,-1632.7
-1634.0,-816.6
-1633.8,-1633.9
-1640.7,-1639.7
-1644.1,-816.9
-822.7,-1644.5
-1641.2,-818.9
-822.3,-1638.1
-1637.6,-1639.7
-1634.8,-817.3
-1640.2,-1644.6
-820.4,-1639.7
-1636.1,-1642.9
-1634.1,-818.0
-824.6,-1637.9
-1637.6,-1639.1
-1639.4,-818.2
-824.1,-1632.7
-817.8,-1644.3
-820.1,-1640.9
-816.7,-1636.0
-1632.5,-1642.6
-1642.4,-1642.0
-825.4,-1635.3
-1635.9,-816.2
-815.7,-1642.7
-820.1,-1635.0
-1640.4,-819.4
-1644.2,-1635.6
-1642.9,-1642.5
-1638.9,-1634.9
-1639.4,-815.3
-1633.9,-820.0
-825.8,-1637.2
-817.0,-1633.1
-821.6,-1636.3
-1634.1,-823.8
-1643.4,-1635.1
-1637.9,-818.0
-1639.0,-1642.1
-1638.4,-819.9
-1634.8,-824.1
-819.0,-1643.0
-1639.7,-1638.6
-1633.0,-822.1
-817.2,-1633.8
-817.7,-1633.7
-1639.1,-822.8
-1640.8,-824.9
-1633.5,-819.3
-819.6,-1637.7
-1639.7,-813.6
-1636.1,-1632.4
-1634.1,-821.5
-814.9,-1632.6
-1634.1,-825.3
-817.6,-1635.2
-1643.8,-825.7
-1642.1,-821.2
-1641.4,-1632.1
-1636.6,-820.5
-824.1,-1633.1
-821.0,-825.0
-825.9,-1638.6
-816.2,-1635.5
-818.3,-813.3
-816.4,-815.3
-823.1,-817.1
-816.7,-816.7
-815.9,-818.9
-816.8,-1637.2
-818.8,-1641.3
-1641.2,-818.6
-815.1,-1636.0
-817.2,-1643.8
-821.8,-1642.3
-823.3,-815.2
-818.1,-1632.5
-823.8,-824.4
-823.7,-817.5
-1641.1,-821.4
-820.3,-817.1
-819.9,-815.2
-814.8,-1637.8
-824.0,-823.4
-819.3,-816.7
-1633.8,-819.3
-1632.6,-823.9
-816.8,-814.6
-1637.6,-818.7
-813.9,-1633.6
-821.5,-819.4
-814.7,-818.2
-1638.1,-819.2
-1634.3,-818.6
-821.1,-825.3
-825.0,-823.7
-820.0,-813.8
-815.9,-1642.6
-1643.5,-819.6
-816.7,-1632.2
-825.2,-813.4
-823.5,-825.3
-822.3,-822.7
-821.2,-813.3
-1643.6,-814.1
-1633.7,-817.8
-821.5,-1637.5
-817.8,-1633.4
-818.1,-1637.9
-819.7,-1641.8
-1643.5,-815.7
-816.2,-1637.8
-1642.7,-817.2
-825.7,-1639.9
-820.7,-1642.5
-824.1,-814.2
-820.2,-824.1
-816.9,-1639.1
-818.1,-823.3
-817.6,-1636.1
-822.2,-821.2
-814.1,-816.7
-825.0,-1637.9
-820.6,-1633.5
-1635.3,-819.8
-815.9,-1642.0
-1642.4,-818.3
-825.5,-1633.7
-816.0,-1633.7
-816.8,-822.7
-822.7,-1643.0
-816.6,-1641.3
-823.5,-814.3
-814.6,-1635.6
-815.9,-1642.8
-814.7,-813.9
-813.9,-815.8
-818.8,-1642.8
-817.0,-1641.3
-1641.5,-820.4
-823.1,-1639.4
-816.5,-1635.5
-1643.6,-818.4
-1641.2,-818.6
-1634.9,-825.6
-826.0,-819.1
-1641.7,-824.2
-825.7,-1636.6
-817.2,-813.7
-824.8,-1640.1
-813.4,-1643.4
-824.5,-824.7
-813.7,-1642.6
-1636.0,-814.2
-1638.2,-822.6
-814.3,-823.6
-823.8,-817.9
-820.0,-1639.0
-819.2,-815.7
-824.9,-825.4
-1636.7,-815.2
-1635.1,-1637.8
